,ad_id,adcampaign_name,Spend - Lifetime,Lifetime,Last 7 days,Last 4 days,Day before
0,120212117020020054,BB-CreativeTesting_ABO_WW_0324,187.72,0.554016620498615,0.6072227548737616,0.6651108518086347,1.165644171779141
1,120212759062850054,BB-CreativeTesting_ABO_WW_0324,106.47,0.5259697567389875,0.7036059806508355,0.3076424870466321,0.6365159128978224
2,120214158572630054,BB-CreativeTesting_ABO_WW_0324,158.72,0.529233870967742,0.5358168016839957,0.6120331950207468,0.0
